status,date_time,seconds,state
ok,02/06/2009 12:10:36,94488,dry
ok,03/06/2009 14:25:24,40227,dry
ok,04/06/2009 01:35:51,1137,wet
ok,04/06/2009 01:54:48,7647,dry
ok,04/06/2009 04:02:15,6,wet
ok,04/06/2009 04:02:21,27,dry
ok,04/06/2009 04:02:48,21,wet
ok,04/06/2009 04:03:09,24,dry
ok,04/06/2009 04:03:33,105,wet
ok,04/06/2009 04:05:18,21,dry
ok,04/06/2009 04:05:39,36,wet
ok,04/06/2009 04:06:15,30,dry
ok,04/06/2009 04:06:45,30,wet
ok,04/06/2009 04:07:15,27,dry
ok,04/06/2009 04:07:42,42,wet
ok,04/06/2009 04:08:24,18,dry
ok,04/06/2009 04:08:42,60,wet
ok,04/06/2009 04:09:42,12,dry
ok,04/06/2009 04:09:54,171,wet
ok,04/06/2009 04:12:45,18,dry
ok,04/06/2009 04:13:03,66,wet
ok,04/06/2009 04:14:09,33,dry
ok,04/06/2009 04:14:42,57,wet
ok,04/06/2009 04:15:39,9,dry
ok,04/06/2009 04:15:48,102,wet
ok,04/06/2009 04:17:30,21,dry
ok,04/06/2009 04:17:51,6,wet
ok,04/06/2009 04:17:57,9,dry
ok,04/06/2009 04:18:06,96,wet
ok,04/06/2009 04:19:42,48,dry
ok,04/06/2009 04:20:30,657,wet
ok,04/06/2009 04:31:27,51,dry
ok,04/06/2009 04:32:18,57,wet
ok,04/06/2009 04:33:15,51,dry
ok,04/06/2009 04:34:06,63,wet
ok,04/06/2009 04:35:09,24,dry
ok,04/06/2009 04:35:33,39,wet
ok,04/06/2009 04:36:12,36,dry
ok,04/06/2009 04:36:48,42,wet
ok,04/06/2009 04:37:30,27,dry
ok,04/06/2009 04:37:57,195,wet
ok,04/06/2009 04:41:12,27,dry
ok,04/06/2009 04:41:39,12,wet
ok,04/06/2009 04:41:51,108,dry
ok,04/06/2009 04:43:39,48,wet
ok,04/06/2009 04:44:27,21,dry
ok,04/06/2009 04:44:48,300,wet
ok,04/06/2009 04:49:48,27,dry
ok,04/06/2009 04:50:15,81,wet
ok,04/06/2009 04:51:36,30,dry
ok,04/06/2009 04:52:06,108,wet
ok,04/06/2009 04:53:54,12,dry
ok,04/06/2009 04:54:06,9,wet
ok,04/06/2009 04:54:15,36,dry
ok,04/06/2009 04:54:51,69,wet
ok,04/06/2009 04:56:00,9,dry
ok,04/06/2009 04:56:09,24,wet
ok,04/06/2009 04:56:33,27,dry
ok,04/06/2009 04:57:00,21,wet
ok,04/06/2009 04:57:21,30,dry
ok,04/06/2009 04:57:51,81,wet
ok,04/06/2009 04:59:12,12,dry
ok,04/06/2009 04:59:24,48,wet
ok,04/06/2009 05:00:12,45,dry
ok,04/06/2009 05:00:57,114,wet
ok,04/06/2009 05:02:51,63,dry
ok,04/06/2009 05:03:54,126,wet
ok,04/06/2009 05:06:00,60,dry
ok,04/06/2009 05:07:00,306,wet
ok,04/06/2009 05:12:06,72,dry
ok,04/06/2009 05:13:18,105,wet
ok,04/06/2009 05:15:03,66,dry
ok,04/06/2009 05:16:09,27,wet
ok,04/06/2009 05:16:36,12,dry
ok,04/06/2009 05:16:48,180,wet
ok,04/06/2009 05:19:48,33,dry
ok,04/06/2009 05:20:21,51,wet
ok,04/06/2009 05:21:12,48,dry
ok,04/06/2009 05:22:00,24,wet
ok,04/06/2009 05:22:24,15,dry
ok,04/06/2009 05:22:39,183,wet
ok,04/06/2009 05:25:42,72,dry
ok,04/06/2009 05:26:54,309,wet
ok,04/06/2009 05:32:03,72,dry
ok,04/06/2009 05:33:15,138,wet
ok,04/06/2009 05:35:33,30,dry
ok,04/06/2009 05:36:03,42,wet
ok,04/06/2009 05:36:45,42,dry
ok,04/06/2009 05:37:27,336,wet
ok,04/06/2009 05:43:03,15,dry
ok,04/06/2009 05:43:18,51,wet
ok,04/06/2009 05:44:09,27,dry
ok,04/06/2009 05:44:36,294,wet
ok,04/06/2009 05:49:30,51,dry
ok,04/06/2009 05:50:21,174,wet
ok,04/06/2009 05:53:15,114,dry
ok,04/06/2009 05:55:09,51,wet
ok,04/06/2009 05:56:00,24,dry
ok,04/06/2009 05:56:24,27,wet
ok,04/06/2009 05:56:51,18,dry
ok,04/06/2009 05:57:09,162,wet
ok,04/06/2009 05:59:51,30,dry
ok,04/06/2009 06:00:21,39,wet
ok,04/06/2009 06:01:00,15,dry
ok,04/06/2009 06:01:15,651,wet
ok,04/06/2009 06:12:06,78,dry
ok,04/06/2009 06:13:24,60,wet
ok,04/06/2009 06:14:24,135,dry
ok,04/06/2009 06:16:39,195,wet
ok,04/06/2009 06:19:54,9,dry
ok,04/06/2009 06:20:03,153,wet
ok,04/06/2009 06:22:36,15,dry
ok,04/06/2009 06:22:51,27,wet
ok,04/06/2009 06:23:18,18,dry
ok,04/06/2009 06:23:36,87,wet
ok,04/06/2009 06:25:03,75,dry
ok,04/06/2009 06:26:18,189,wet
ok,04/06/2009 06:29:27,39,dry
ok,04/06/2009 06:30:06,264,wet
ok,04/06/2009 06:34:30,21,dry
ok,04/06/2009 06:34:51,429,wet
ok,04/06/2009 06:42:00,183,dry
ok,04/06/2009 06:45:03,306,wet
ok,04/06/2009 06:50:09,87,dry
ok,04/06/2009 06:51:36,129,wet
ok,04/06/2009 06:53:45,36,dry
ok,04/06/2009 06:54:21,306,wet
ok,04/06/2009 06:59:27,72,dry
ok,04/06/2009 07:00:39,33,wet
ok,04/06/2009 07:01:12,36,dry
ok,04/06/2009 07:01:48,24,wet
ok,04/06/2009 07:02:12,18,dry
ok,04/06/2009 07:02:30,81,wet
ok,04/06/2009 07:03:51,36,dry
ok,04/06/2009 07:04:27,27,wet
ok,04/06/2009 07:04:54,9,dry
ok,04/06/2009 07:05:03,234,wet
ok,04/06/2009 07:08:57,33,dry
ok,04/06/2009 07:09:30,72,wet
ok,04/06/2009 07:10:42,15,dry
ok,04/06/2009 07:10:57,201,wet
ok,04/06/2009 07:14:18,42,dry
ok,04/06/2009 07:15:00,453,wet
ok,04/06/2009 07:22:33,15,dry
ok,04/06/2009 07:22:48,6,wet
ok,04/06/2009 07:22:54,138,dry
ok,04/06/2009 07:25:12,222,wet
ok,04/06/2009 07:28:54,45,dry
ok,04/06/2009 07:29:39,432,wet
